EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week,Opponent Division,Team Division,Divisional Matchup?,Away Team
1.1,0.7979999999999999,0.1071,TB,ATL,5.0,2021,14,NFC South,NFC South,1,1
1.09,0.779,0.0356999999999999,IND,HOU,1.5,2021,14,AFC South,AFC South,1,1
1.06,0.775,0.1429,KC,DEN,3.0,2021,14,AFC West,AFC West,1,0
1.06,0.763,0.0713999999999999,ARI,CHI,3.0,2021,14,NFC North,NFC West,0,1
1.01,0.713,0.0,DAL,NO,2.5,2021,14,NFC South,NFC East,0,1
0.97,0.7120000000000001,0.1071,MIA,NYG,1.0,2021,14,NFC East,AFC East,0,0
0.93,0.722,0.1785999999999999,MIN,DET,1.5,2021,14,NFC North,NFC North,1,1
0.93,0.653,0.0,BAL,PIT,1.5,2021,14,AFC North,AFC North,1,1
0.89,0.6559999999999999,0.3571,PHI,NYJ,1.0,2021,14,AFC East,NFC East,0,1
0.84,0.588,0.0,BUF,NE,4.0,2021,14,AFC East,AFC East,1,0
0.82,0.5720000000000001,0.0,CIN,LAC,0.0,2021,14,AFC West,AFC North,0,0
0.81,0.568,0.0,SF,SEA,2.5,2021,14,NFC West,NFC West,1,1
0.76,0.5479999999999999,0.0,LV,WAS,0.0,2021,14,NFC East,AFC West,0,0
0.67,0.452,0.0,WAS,LV,0.0,2021,14,AFC West,NFC East,0,1
0.61,0.432,0.0,SEA,SF,3.0,2021,14,NFC West,NFC West,1,0
0.61,0.428,0.0,LAC,CIN,3.0,2021,14,AFC North,AFC West,0,1
0.59,0.412,0.0,NE,BUF,2.0,2021,14,AFC East,AFC East,1,1
0.53,0.344,0.0,NYJ,PHI,0.5,2021,14,NFC East,AFC East,0,0
0.5,0.347,0.0,PIT,BAL,0.0,2021,14,AFC North,AFC North,1,0
0.5,0.278,0.0,DET,MIN,0.0,2021,14,NFC North,NFC North,1,0
0.45,0.288,0.0,NYG,MIA,0.0,2021,14,AFC East,NFC East,0,1
0.41,0.287,0.0,NO,DAL,1.5,2021,14,NFC East,NFC South,0,0
0.37,0.237,0.0,CHI,ARI,0.5,2021,14,NFC West,NFC North,0,0
0.36,0.225,0.0,DEN,KC,1.0,2021,14,AFC West,AFC West,1,1
0.34,0.221,0.0,HOU,IND,0.0,2021,14,AFC South,AFC South,1,0
0.32,0.2019999999999999,0.0,ATL,TB,0.5,2021,14,NFC South,NFC South,1,0
0.26,0.139,0.0,JAX,LAR,0.5,2021,14,NFC West,AFC South,0,1
1.1,0.8370000000000001,0.3913,DEN,DET,0.0,2021,15,NFC North,AFC West,0,0
1.09,0.846,0.0435,GB,CHI,3.5,2021,15,NFC North,NFC North,1,0
1.06,0.78,0.0,KC,LV,2.5,2021,15,AFC West,AFC West,1,0
1.01,0.773,0.087,SEA,HOU,2.0,2021,15,AFC South,NFC West,0,1
0.99,0.777,0.1739,TEN,JAX,1.5,2021,15,AFC South,AFC South,1,0
0.97,0.774,0.2609,LAC,NYG,2.5,2021,15,NFC East,AFC West,0,0
0.95,0.6970000000000001,0.0,DAL,WAS,2.5,2021,15,NFC East,NFC East,1,1
0.88,0.6709999999999999,0.0435,NO,NYJ,0.5,2021,15,AFC East,NFC South,0,1
0.86,0.629,0.0,TB,BUF,5.0,2021,15,AFC East,NFC South,0,0
0.85,0.621,0.0,MIN,PIT,1.5,2021,15,AFC North,NFC North,0,0
0.81,0.594,0.0,ARI,LAR,3.0,2021,15,NFC West,NFC West,1,0
0.8,0.585,0.0,CLE,BAL,1.0,2021,15,AFC North,AFC North,1,0
0.78,0.578,0.0,CAR,ATL,0.0,2021,15,NFC South,NFC South,1,0
0.75,0.5489999999999999,0.0,SF,CIN,2.5,2021,15,AFC North,NFC West,0,1
0.62,0.451,0.0,CIN,SF,0.0,2021,15,NFC West,AFC North,0,0
0.58,0.422,0.0,ATL,CAR,1.0,2021,15,NFC South,NFC South,1,1
0.57,0.415,0.0,BAL,CLE,1.5,2021,15,AFC North,AFC North,1,1
0.56,0.406,0.0,LAR,ARI,1.5,2021,15,NFC West,NFC West,1,1
0.52,0.379,0.0,PIT,MIN,0.0,2021,15,NFC North,AFC North,0,1
0.51,0.371,0.0,BUF,TB,4.5,2021,15,NFC South,AFC East,0,1
0.49,0.3289999999999999,0.0,NYJ,NO,0.5,2021,15,NFC South,AFC East,0,0
0.42,0.303,0.0,WAS,DAL,0.0,2021,15,NFC East,NFC East,1,0
0.4,0.226,0.0,NYG,LAC,0.0,2021,15,AFC West,NFC East,0,1
0.38,0.223,0.0,JAX,TEN,0.5,2021,15,AFC South,AFC South,1,1
0.35,0.2269999999999999,0.0,HOU,SEA,0.0,2021,15,NFC West,AFC South,0,0
0.31,0.22,0.0,LV,KC,0.0,2021,15,AFC West,AFC West,1,1
0.27,0.154,0.0,CHI,GB,0.0,2021,15,NFC North,NFC North,1,1
0.27,0.163,0.0,DET,DEN,0.0,2021,15,AFC West,NFC North,0,1
1.13,0.845,0.0,BUF,CAR,3.5,2021,16,NFC South,AFC East,0,0
1.09,0.8109999999999999,0.0435,TB,NO,5.0,2021,16,NFC South,NFC South,1,0
1.08,0.85,0.2173999999999999,ARI,DET,1.0,2021,16,NFC North,NFC West,0,1
1.08,0.8140000000000001,0.0,DAL,NYG,2.0,2021,16,NFC East,NFC East,1,1
1.03,0.773,0.0,PHI,WAS,1.5,2021,16,NFC East,NFC East,1,0
1.03,0.759,0.0,GB,BAL,3.5,2021,16,AFC North,NFC North,0,1
1.0,0.738,0.0,LAR,SEA,1.0,2021,16,NFC West,NFC West,1,0
1.0,0.797,0.5217,MIA,NYJ,0.0,2021,16,AFC East,AFC East,1,0
0.98,0.768,0.1304,SF,ATL,2.5,2021,16,NFC South,NFC West,0,0
0.97,0.7240000000000001,0.0435,MIN,CHI,1.0,2021,16,NFC North,NFC North,1,1
0.93,0.691,0.0435,JAX,HOU,0.0,2021,16,AFC South,AFC South,1,0
0.83,0.613,0.0,KC,LAC,3.0,2021,16,AFC West,AFC West,1,1
0.81,0.597,0.0,DEN,CIN,0.0,2021,16,AFC North,AFC West,0,0
0.79,0.578,0.0,LV,CLE,0.0,2021,16,AFC North,AFC West,0,1
0.72,0.532,0.0,IND,NE,2.0,2021,16,AFC East,AFC South,0,0
0.7,0.513,0.0,PIT,TEN,0.0,2021,16,AFC South,AFC North,0,0
0.66,0.487,0.0,TEN,PIT,1.5,2021,16,AFC North,AFC South,0,1
0.63,0.4679999999999999,0.0,NE,IND,2.0,2021,16,AFC South,AFC East,0,1
0.57,0.422,0.0,CLE,LV,0.5,2021,16,AFC West,AFC North,0,0
0.55,0.4029999999999999,0.0,CIN,DEN,0.0,2021,16,AFC West,AFC North,0,1
0.53,0.387,0.0,LAC,KC,2.5,2021,16,AFC West,AFC West,1,0
0.43,0.309,0.0,HOU,JAX,0.0,2021,16,AFC South,AFC South,1,1
0.39,0.276,0.0,CHI,MIN,0.5,2021,16,NFC North,NFC North,1,0
0.38,0.2319999999999999,0.0,ATL,SF,0.5,2021,16,NFC West,NFC South,0,1
0.36,0.203,0.0,NYJ,MIA,0.0,2021,16,AFC East,AFC East,1,1
0.36,0.262,0.0,SEA,LAR,2.5,2021,16,NFC West,NFC West,1,1
0.33,0.241,0.0,BAL,GB,1.0,2021,16,NFC North,AFC North,0,0
0.32,0.2269999999999999,0.0,WAS,PHI,0.0,2021,16,NFC East,NFC East,1,1
0.28,0.186,0.0,NYG,DAL,0.0,2021,16,NFC East,NFC East,1,0
0.27,0.15,0.0,DET,ARI,0.0,2021,16,NFC West,NFC North,0,0
0.27,0.1889999999999999,0.0,NO,TB,1.0,2021,16,NFC South,NFC South,1,1
0.23,0.155,0.0,CAR,BUF,0.0,2021,16,AFC East,NFC South,0,1
1.07,0.772,0.5,GB,CLE,3.5,2021,17,AFC North,NFC North,0,0
0.9,0.636,0.1875,SF,TEN,2.5,2021,17,AFC South,NFC West,0,1
0.83,0.586,0.25,ARI,IND,1.0,2021,17,AFC South,NFC West,0,0
0.59,0.414,0.0,IND,ARI,3.0,2021,17,NFC West,AFC South,0,1
0.52,0.364,0.0625,TEN,SF,2.0,2021,17,NFC West,AFC South,0,0
0.35,0.228,0.0,CLE,GB,1.0,2021,17,NFC North,AFC North,0,1
1.13,0.804,0.0,TB,CAR,4.5,2021,18,NFC South,NFC South,1,1
1.1,0.789,0.0,DAL,WAS,1.5,2021,18,NFC East,NFC East,1,0
1.08,0.774,0.0,KC,PIT,2.0,2021,18,AFC North,AFC West,0,0
1.08,0.8170000000000001,0.3333,PHI,NYG,1.0,2021,18,NFC East,NFC East,1,0
1.06,0.841,0.4443999999999999,LAC,HOU,1.5,2021,18,AFC South,AFC West,0,1
1.06,0.747,0.0,CIN,BAL,0.0,2021,18,AFC North,AFC North,1,0
1.05,0.7659999999999999,0.2221999999999999,ATL,DET,0.0,2021,18,NFC North,NFC South,0,0
1.02,0.736,0.0,SEA,CHI,1.5,2021,18,NFC North,NFC West,0,0
0.89,0.61,0.0,MIA,NO,0.0,2021,18,NFC South,AFC East,0,1
0.87,0.615,0.0,LAR,MIN,1.5,2021,18,NFC North,NFC West,0,1
0.78,0.552,0.0,NYJ,JAX,0.0,2021,18,AFC South,AFC East,0,0
0.75,0.527,0.0,NE,BUF,2.5,2021,18,AFC East,AFC East,1,0
0.72,0.5,0.0,DEN,LV,0.0,2021,18,AFC West,AFC West,1,1
0.7,0.5,0.0,LV,DEN,0.0,2021,18,AFC West,AFC West,1,0
0.67,0.473,0.0,BUF,NE,5.0,2021,18,AFC East,AFC East,1,1
0.64,0.4479999999999999,0.0,JAX,NYJ,0.0,2021,18,AFC East,AFC South,0,1
0.55,0.385,0.0,MIN,LAR,1.5,2021,18,NFC West,NFC North,0,0
0.53,0.39,0.0,NO,MIA,2.0,2021,18,AFC East,NFC South,0,0
0.4,0.264,0.0,CHI,SEA,1.5,2021,18,NFC West,NFC North,0,1
0.37,0.2339999999999999,0.0,DET,ATL,0.0,2021,18,NFC South,NFC North,0,1
0.36,0.253,0.0,BAL,CIN,1.0,2021,18,AFC North,AFC North,1,1
0.35,0.159,0.0,HOU,LAC,0.0,2021,18,AFC West,AFC South,0,0
0.34,0.183,0.0,NYG,PHI,0.0,2021,18,NFC East,NFC East,1,1
0.33,0.226,0.0,PIT,KC,0.0,2021,18,AFC West,AFC North,0,1
0.31,0.211,0.0,WAS,DAL,0.0,2021,18,NFC East,NFC East,1,1
0.29,0.196,0.0,CAR,TB,0.0,2021,18,NFC South,NFC South,1,0
1.14,0.866,0.0,BUF,ATL,5.0,2021,19,NFC South,AFC East,0,0
1.13,0.867,0.0,TB,NYJ,3.5,2021,19,AFC East,NFC South,0,1
1.11,0.883,0.0,NE,JAX,3.0,2021,19,AFC South,AFC East,0,0
1.1,0.838,0.0,GB,MIN,0.5,2021,19,NFC North,NFC North,1,0
1.05,0.8290000000000001,0.4,SF,HOU,0.0,2021,19,AFC South,NFC West,0,0
1.03,0.7759999999999999,0.0,IND,LV,5.0,2021,19,AFC West,AFC South,0,0
0.98,0.748,0.2,LAC,DEN,1.0,2021,19,AFC West,AFC West,1,0
0.97,0.7759999999999999,0.2,SEA,DET,0.0,2021,19,NFC North,NFC West,0,0
0.96,0.726,0.0,LAR,BAL,2.0,2021,19,AFC North,NFC West,0,1
0.93,0.72,0.0,CHI,NYG,0.0,2021,19,NFC East,NFC North,0,0
0.92,0.6940000000000001,0.0,DAL,ARI,3.0,2021,19,NFC West,NFC East,0,0
0.92,0.7140000000000001,0.2,NO,CAR,2.0,2021,19,NFC South,NFC South,1,0
0.9,0.684,0.0,PHI,WAS,0.0,2021,19,NFC East,NFC East,1,1
0.82,0.629,0.0,KC,CIN,4.0,2021,19,AFC North,AFC West,0,1
0.78,0.596,0.0,TEN,MIA,4.0,2021,19,AFC East,AFC South,0,0
0.69,0.518,0.0,PIT,CLE,0.0,2021,19,AFC North,AFC North,1,0
0.64,0.482,0.0,CLE,PIT,0.0,2021,19,AFC North,AFC North,1,1
0.55,0.4039999999999999,0.0,MIA,TEN,0.0,2021,19,AFC South,AFC East,0,1
0.5,0.371,0.0,CIN,KC,1.5,2021,19,AFC West,AFC North,0,0
0.42,0.316,0.0,WAS,PHI,3.0,2021,19,NFC East,NFC East,1,0
0.41,0.286,0.0,CAR,NO,0.0,2021,19,NFC South,NFC South,1,1
0.41,0.306,0.0,ARI,DAL,3.0,2021,19,NFC East,NFC West,0,1
0.39,0.28,0.0,NYG,CHI,0.0,2021,19,NFC North,NFC East,0,1
0.36,0.2739999999999999,0.0,BAL,LAR,2.5,2021,19,NFC West,AFC North,0,0
0.35,0.2239999999999999,0.0,DET,SEA,0.0,2021,19,NFC West,NFC North,0,1
0.35,0.252,0.0,DEN,LAC,0.0,2021,19,AFC West,AFC West,1,1
0.3,0.2239999999999999,0.0,LV,IND,0.0,2021,19,AFC South,AFC West,0,1
0.27,0.171,0.0,HOU,SF,0.0,2021,19,NFC West,AFC South,0,1
0.22,0.162,0.0,MIN,GB,1.0,2021,19,NFC North,NFC North,1,1
0.21,0.1169999999999999,0.0,JAX,NE,0.0,2021,19,AFC East,AFC South,0,1
0.19,0.133,0.0,NYJ,TB,0.0,2021,19,NFC South,AFC East,0,0
0.19,0.134,0.0,ATL,BUF,0.0,2021,19,AFC East,NFC South,0,1
1.09,0.8540000000000001,0.1566,TB,ATL,4.5,2021,2,NFC South,NFC South,1,0
1.04,0.855,0.3474,CLE,HOU,2.5,2021,2,AFC South,AFC North,0,0
1.03,0.807,0.2289999999999999,GB,DET,2.0,2021,2,NFC North,NFC North,1,0
0.96,0.7170000000000001,0.0371,SEA,TEN,2.5,2021,2,AFC South,NFC West,0,0
0.91,0.698,0.0492,DEN,JAX,2.0,2021,2,AFC South,AFC West,0,1
0.91,0.6809999999999999,0.0742,PIT,LV,1.5,2021,2,AFC West,AFC North,0,0
0.9,0.685,0.0662,NE,NYJ,1.5,2021,2,AFC East,AFC East,1,1
0.87,0.652,0.0034999999999999,LAR,IND,3.0,2021,2,AFC South,NFC West,0,1
0.87,0.647,0.0177,WAS,NYG,0.0,2021,2,NFC East,NFC East,1,0
0.85,0.632,0.0009,BUF,MIA,4.0,2021,2,AFC East,AFC East,1,1
0.85,0.635,0.0065,ARI,MIN,2.0,2021,2,NFC North,NFC West,0,0
0.84,0.622,0.0009,KC,BAL,5.0,2021,2,AFC North,AFC West,0,1
0.81,0.599,0.0029,LAC,DAL,2.0,2021,2,NFC East,AFC West,0,0
0.78,0.5760000000000001,0.0003,NO,CAR,2.0,2021,2,NFC South,NFC South,1,1
0.77,0.5720000000000001,0.0006,SF,PHI,3.0,2021,2,NFC East,NFC West,0,1
0.73,0.536,0.0012,CHI,CIN,0.5,2021,2,AFC North,NFC North,0,0
0.63,0.4639999999999999,0.0,CIN,CHI,0.5,2021,2,NFC North,AFC North,0,1
0.58,0.428,0.0003,PHI,SF,0.5,2021,2,NFC West,NFC East,0,0
0.58,0.424,0.0,CAR,NO,1.0,2021,2,NFC South,NFC South,1,0
0.54,0.401,0.0,DAL,LAC,2.0,2021,2,AFC West,NFC East,0,1
0.51,0.3779999999999999,0.0003,BAL,KC,3.0,2021,2,AFC West,AFC North,0,0
0.51,0.365,0.0,MIN,ARI,1.0,2021,2,NFC West,NFC North,0,1
0.51,0.368,0.0,MIA,BUF,2.5,2021,2,AFC East,AFC East,1,0
0.48,0.353,0.0,NYG,WAS,0.5,2021,2,NFC East,NFC East,1,1
0.48,0.348,0.0,IND,LAR,2.5,2021,2,NFC West,AFC South,0,0
0.46,0.315,0.0,NYJ,NE,0.0,2021,2,AFC East,AFC East,1,0
0.44,0.319,0.0,LV,PIT,1.0,2021,2,AFC North,AFC West,0,1
0.44,0.302,0.0,JAX,DEN,0.0,2021,2,AFC West,AFC South,0,0
0.4,0.283,0.0,TEN,SEA,2.0,2021,2,NFC West,AFC South,0,1
0.32,0.193,0.0,DET,GB,0.0,2021,2,NFC North,NFC North,1,1
0.31,0.145,0.0009,HOU,CLE,0.0,2021,2,AFC North,AFC South,0,1
0.26,0.146,0.0,ATL,TB,1.0,2021,2,NFC South,NFC South,1,1
1.27,0.884,0.0,BUF,NYJ,0.0,2021,20,AFC East,AFC East,1,0
1.24,0.8740000000000001,0.0,IND,JAX,0.0,2021,20,AFC South,AFC South,1,1
1.17,0.8240000000000001,0.4,KC,DEN,0.0,2021,20,AFC West,AFC West,1,1
1.15,0.799,0.2,TB,CAR,0.0,2021,20,NFC South,NFC South,1,0
1.12,0.82,0.2,TEN,HOU,0.0,2021,20,AFC South,AFC South,1,1
1.01,0.6970000000000001,0.0,CLE,CIN,0.0,2021,20,AFC North,AFC North,1,0
1.0,0.693,0.0,DAL,PHI,0.0,2021,20,NFC East,NFC East,1,1
1.0,0.6940000000000001,0.0,NE,MIA,0.0,2021,20,AFC East,AFC East,1,1
0.98,0.6829999999999999,0.0,ARI,SEA,0.0,2021,20,NFC West,NFC West,1,0
0.94,0.6579999999999999,0.0,NO,ATL,0.0,2021,20,NFC South,NFC South,1,1
0.93,0.69,0.2,WAS,NYG,0.0,2021,20,NFC East,NFC East,1,1
0.89,0.611,0.0,LAC,LV,0.0,2021,20,AFC West,AFC West,1,1
0.88,0.604,0.0,LAR,SF,0.0,2021,20,NFC West,NFC West,1,0
0.87,0.627,0.0,GB,DET,0.0,2021,20,NFC North,NFC North,1,1
0.86,0.617,0.0,MIN,CHI,0.0,2021,20,NFC North,NFC North,1,0
0.84,0.591,0.0,BAL,PIT,0.0,2021,20,AFC North,AFC North,1,0
0.61,0.409,0.0,PIT,BAL,0.0,2021,20,AFC North,AFC North,1,1
0.59,0.3829999999999999,0.0,CHI,MIN,0.0,2021,20,NFC North,NFC North,1,1
0.58,0.373,0.0,DET,GB,0.0,2021,20,NFC North,NFC North,1,0
0.58,0.396,0.0,SF,LAR,0.0,2021,20,NFC West,NFC West,1,1
0.57,0.389,0.0,LV,LAC,0.0,2021,20,AFC West,AFC West,1,0
0.52,0.31,0.0,NYG,WAS,0.0,2021,20,NFC East,NFC East,1,0
0.52,0.342,0.0,ATL,NO,0.0,2021,20,NFC South,NFC South,1,0
0.47,0.317,0.0,SEA,ARI,0.0,2021,20,NFC West,NFC West,1,1
0.45,0.306,0.0,MIA,NE,0.0,2021,20,AFC East,AFC East,1,0
0.45,0.307,0.0,PHI,DAL,0.0,2021,20,NFC East,NFC East,1,0
0.44,0.303,0.0,CIN,CLE,0.0,2021,20,AFC North,AFC North,1,1
0.33,0.18,0.0,HOU,TEN,0.0,2021,20,AFC South,AFC South,1,0
0.3,0.201,0.0,CAR,TB,0.0,2021,20,NFC South,NFC South,1,1
0.28,0.176,0.0,DEN,KC,0.0,2021,20,AFC West,AFC West,1,0
0.21,0.126,0.0,JAX,IND,0.0,2021,20,AFC South,AFC South,1,0
0.18,0.1159999999999999,0.0,NYJ,BUF,0.0,2021,20,AFC East,AFC East,1,1
1.07,0.765,0.0421999999999999,CLE,CHI,2.5,2021,3,NFC North,AFC North,0,0
1.03,0.76,0.1139,BAL,DET,2.5,2021,3,NFC North,AFC North,0,1
1.03,0.773,0.2466,CAR,HOU,0.5,2021,3,AFC South,NFC South,0,1
1.02,0.763,0.0362,ARI,JAX,2.0,2021,3,AFC South,NFC West,0,1
1.01,0.8240000000000001,0.4918,DEN,NYJ,2.0,2021,3,AFC East,AFC West,0,0
1.01,0.7140000000000001,0.0064,KC,LAC,4.5,2021,3,AFC West,AFC West,1,0
1.0,0.738,0.0271,BUF,WAS,4.0,2021,3,NFC East,AFC East,0,0
0.92,0.653,0.0097,TEN,IND,2.5,2021,3,AFC South,AFC South,1,0
0.9,0.632,0.0003,DAL,PHI,1.5,2021,3,NFC East,NFC East,1,0
0.88,0.622,0.0007,SF,GB,3.0,2021,3,NFC North,NFC West,0,0
0.86,0.623,0.0084,LV,MIA,1.0,2021,3,AFC East,AFC West,0,0
0.83,0.581,0.0003,NE,NO,1.5,2021,3,NFC South,AFC East,0,0
0.81,0.574,0.0093999999999999,NYG,ATL,0.0,2021,3,NFC South,NFC East,0,0
0.81,0.57,0.004,PIT,CIN,1.0,2021,3,AFC North,AFC North,1,0
0.74,0.524,0.0,SEA,MIN,2.5,2021,3,NFC North,NFC West,0,1
0.71,0.502,0.0,TB,LAR,5.0,2021,3,NFC West,NFC South,0,1
0.71,0.498,0.0003,LAR,TB,3.0,2021,3,NFC South,NFC West,0,0
0.68,0.476,0.0,MIN,SEA,1.0,2021,3,NFC West,NFC North,0,0
0.61,0.43,0.0007,CIN,PIT,0.5,2021,3,AFC North,AFC North,1,1
0.61,0.426,0.0,ATL,NYG,0.5,2021,3,NFC East,NFC South,0,1
0.6,0.419,0.0,NO,NE,2.0,2021,3,AFC East,NFC South,0,1
0.56,0.377,0.0003,MIA,LV,2.0,2021,3,AFC West,AFC East,0,1
0.54,0.3779999999999999,0.0,GB,SF,2.0,2021,3,NFC West,NFC North,0,1
0.53,0.368,0.0,PHI,DAL,0.5,2021,3,NFC East,NFC East,1,1
0.5,0.347,0.0,IND,TEN,2.5,2021,3,AFC South,AFC South,1,1
0.42,0.262,0.0,WAS,BUF,0.5,2021,3,AFC East,NFC East,0,1
0.41,0.286,0.0,LAC,KC,1.5,2021,3,AFC West,AFC West,1,1
0.41,0.176,0.0003,NYJ,DEN,0.0,2021,3,AFC West,AFC East,0,1
0.41,0.237,0.0,JAX,ARI,0.0,2021,3,NFC West,AFC South,0,0
0.39,0.2269999999999999,0.0,HOU,CAR,0.0,2021,3,NFC South,AFC South,0,0
0.39,0.24,0.0,DET,BAL,0.0,2021,3,AFC North,NFC North,0,0
0.35,0.235,0.0,CHI,CLE,0.5,2021,3,AFC North,NFC North,0,1
1.14,0.912,0.3884,BUF,HOU,4.0,2021,4,AFC South,AFC East,0,0
1.01,0.748,0.0513999999999999,KC,PHI,3.5,2021,4,NFC East,AFC West,0,1
0.97,0.752,0.1402,NO,NYG,2.0,2021,4,NFC East,NFC South,0,0
0.95,0.7,0.0113,TB,NE,5.0,2021,4,AFC East,NFC South,0,1
0.94,0.69,0.0189,GB,PIT,2.5,2021,4,AFC North,NFC North,0,0
0.93,0.745,0.3228999999999999,CIN,JAX,0.5,2021,4,AFC South,AFC North,0,0
0.89,0.655,0.0014,DAL,CAR,2.0,2021,4,NFC South,NFC East,0,0
0.89,0.6459999999999999,0.0,LAR,ARI,3.5,2021,4,NFC West,NFC West,1,0
0.84,0.682,0.0518,TEN,NYJ,2.5,2021,4,AFC East,AFC South,0,1
0.84,0.613,0.0014,LAC,LV,2.0,2021,4,AFC West,AFC West,1,0
0.8,0.581,0.001,CHI,DET,0.5,2021,4,NFC North,NFC North,1,0
0.79,0.578,0.0014,MIA,IND,2.0,2021,4,AFC South,AFC East,0,0
0.76,0.555,0.0,SF,SEA,3.0,2021,4,NFC West,NFC West,1,0
0.75,0.5479999999999999,0.0031,WAS,ATL,0.5,2021,4,NFC South,NFC East,0,1
0.72,0.526,0.0,DEN,BAL,2.0,2021,4,AFC North,AFC West,0,0
0.7,0.512,0.0,CLE,MIN,2.5,2021,4,NFC North,AFC North,0,1
0.67,0.488,0.0003,MIN,CLE,1.5,2021,4,AFC North,NFC North,0,0
0.65,0.474,0.0,BAL,DEN,2.5,2021,4,AFC West,AFC North,0,1
0.62,0.452,0.0,ATL,WAS,0.5,2021,4,NFC East,NFC South,0,0
0.61,0.445,0.0,SEA,SF,2.5,2021,4,NFC West,NFC West,1,1
0.58,0.422,0.0,IND,MIA,2.0,2021,4,AFC East,AFC South,0,1
0.58,0.419,0.0,DET,CHI,0.0,2021,4,NFC North,NFC North,1,1
0.53,0.387,0.0,LV,LAC,1.5,2021,4,AFC West,AFC West,1,1
0.53,0.318,0.0,NYJ,TEN,0.0,2021,4,AFC South,AFC East,0,0
0.49,0.354,0.0,ARI,LAR,2.5,2021,4,NFC West,NFC West,1,1
0.48,0.345,0.0,CAR,DAL,1.0,2021,4,NFC East,NFC South,0,1
0.44,0.255,0.0,JAX,CIN,0.0,2021,4,AFC North,AFC South,0,1
0.44,0.31,0.0,PIT,GB,0.5,2021,4,NFC North,AFC North,0,1
0.43,0.3,0.0,NE,TB,1.5,2021,4,NFC South,AFC East,0,0
0.4,0.248,0.0,NYG,NO,0.0,2021,4,NFC South,NFC East,0,1
0.37,0.252,0.0,PHI,KC,1.0,2021,4,AFC West,NFC East,0,0
0.23,0.088,0.0,HOU,BUF,0.0,2021,4,AFC East,AFC South,0,1
1.08,0.818,0.0673,TB,MIA,5.0,2021,5,AFC East,NFC South,0,0
1.04,0.75,0.1084,BAL,IND,2.5,2021,5,AFC South,AFC North,0,0
1.02,0.7829999999999999,0.5757,MIN,DET,1.0,2021,5,NFC North,NFC North,1,0
0.99,0.752,0.1898999999999999,NE,HOU,1.0,2021,5,AFC South,AFC East,0,1
0.97,0.737,0.0189,DAL,NYG,2.0,2021,5,NFC East,NFC East,1,0
0.96,0.6759999999999999,0.0026,ARI,SF,3.0,2021,5,NFC West,NFC West,1,0
0.96,0.68,0.0231,LV,CHI,1.0,2021,5,NFC North,AFC West,0,0
0.91,0.649,0.0064,TEN,JAX,2.0,2021,5,AFC South,AFC South,1,1
0.83,0.5760000000000001,0.0,KC,BUF,4.0,2021,5,AFC East,AFC West,0,0
0.82,0.578,0.003,ATL,NYJ,0.5,2021,5,AFC East,NFC South,0,0
0.81,0.5660000000000001,0.0026,CAR,PHI,1.0,2021,5,NFC East,NFC South,0,0
0.8,0.557,0.0004,LAR,SEA,4.0,2021,5,NFC West,NFC West,1,1
0.79,0.555,0.0,GB,CIN,2.5,2021,5,AFC North,NFC North,0,1
0.79,0.5489999999999999,0.0,LAC,CLE,2.5,2021,5,AFC North,AFC West,0,0
0.78,0.5479999999999999,0.0,NO,WAS,2.0,2021,5,NFC East,NFC South,0,1
0.77,0.5379999999999999,0.0,DEN,PIT,2.0,2021,5,AFC North,AFC West,0,1
0.66,0.462,0.0,PIT,DEN,1.0,2021,5,AFC West,AFC North,0,0
0.65,0.452,0.0,WAS,NO,0.5,2021,5,NFC South,NFC East,0,0
0.65,0.451,0.0,CLE,LAC,2.5,2021,5,AFC West,AFC North,0,1
0.65,0.445,0.0004,CIN,GB,0.5,2021,5,NFC North,AFC North,0,0
0.64,0.4429999999999999,0.0,SEA,LAR,2.5,2021,5,NFC West,NFC West,1,0
0.63,0.434,0.0,PHI,CAR,0.5,2021,5,NFC South,NFC East,0,1
0.61,0.422,0.0004,NYJ,ATL,0.0,2021,5,NFC South,AFC East,0,1
0.61,0.424,0.0,BUF,KC,5.0,2021,5,AFC West,AFC East,0,1
0.52,0.351,0.0,JAX,TEN,0.0,2021,5,AFC South,AFC South,1,0
0.48,0.32,0.0,CHI,LV,0.5,2021,5,AFC West,NFC North,0,1
0.47,0.324,0.0,SF,ARI,2.5,2021,5,NFC West,NFC West,1,1
0.46,0.263,0.0,NYG,DAL,0.0,2021,5,NFC East,NFC East,1,1
0.45,0.248,0.0,HOU,NE,0.0,2021,5,AFC East,AFC South,0,0
0.42,0.217,0.0,DET,MIN,0.0,2021,5,NFC North,NFC North,1,1
0.4,0.25,0.0,IND,BAL,2.0,2021,5,AFC North,AFC South,0,1
0.35,0.182,0.0,MIA,TB,2.0,2021,5,NFC South,AFC East,0,1
1.1,0.7170000000000001,0.0163,TB,PHI,4.5,2021,6,NFC East,NFC South,0,1
1.07,0.69,0.0009,BUF,TEN,5.0,2021,6,AFC South,AFC East,0,1
1.05,0.8109999999999999,0.5225,IND,HOU,1.5,2021,6,AFC South,AFC South,1,0
1.03,0.6759999999999999,0.0256,GB,CHI,2.5,2021,6,NFC North,NFC North,1,1
1.03,0.657,0.0084,DEN,LV,1.5,2021,6,AFC West,AFC West,1,0
