EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week,Opponent Division,Team Division,Divisional Matchup?,Away Team
1.12,0.665,0.0,PHI,NYG,0.0,2023,20,NFC East,NFC East,1,1
1.09,0.644,0.0,DET,MIN,0.0,2023,20,NFC North,NFC North,1,0
1.06,0.621,0.0,LAC,KC,0.0,2023,20,AFC West,AFC West,1,0
1.03,0.622,0.0,JAX,TEN,0.0,2023,20,AFC South,AFC South,1,1
1.02,0.591,0.0,PIT,BAL,0.0,2023,20,AFC North,AFC North,1,1
1.0,0.621,0.5,LV,DEN,0.0,2023,20,AFC West,AFC West,1,0
0.99,0.6,0.0,NO,ATL,0.0,2023,20,NFC South,NFC South,1,0
0.98,0.574,0.0,SEA,ARI,0.0,2023,20,NFC West,NFC West,1,1
0.97,0.569,0.0,BUF,MIA,0.0,2023,20,AFC East,AFC East,1,1
0.94,0.6609999999999999,0.0,TB,CAR,0.0,2023,20,NFC South,NFC South,1,1
0.94,0.5579999999999999,0.0,NE,NYJ,0.0,2023,20,AFC East,AFC East,1,0
0.9,0.525,0.0,HOU,IND,0.0,2023,20,AFC South,AFC South,1,1
0.86,0.574,0.0,GB,CHI,0.0,2023,20,NFC North,NFC North,1,0
0.84,0.426,0.0,CHI,GB,0.0,2023,20,NFC North,NFC North,1,1
0.81,0.475,0.0,IND,HOU,0.0,2023,20,AFC South,AFC South,1,0
0.77,0.442,0.0,NYJ,NE,0.0,2023,20,AFC East,AFC East,1,1
0.76,0.3389999999999999,0.0,CAR,TB,0.0,2023,20,NFC South,NFC South,1,0
0.74,0.431,0.0,MIA,BUF,0.0,2023,20,AFC East,AFC East,1,0
0.73,0.426,0.0,ARI,SEA,0.0,2023,20,NFC West,NFC West,1,0
0.71,0.4,0.0,ATL,NO,0.0,2023,20,NFC South,NFC South,1,1
0.7,0.379,0.0,DEN,LV,0.0,2023,20,AFC West,AFC West,1,1
0.69,0.409,0.0,BAL,PIT,0.0,2023,20,AFC North,AFC North,1,0
0.68,0.3779999999999999,0.0,TEN,JAX,0.0,2023,20,AFC South,AFC South,1,0
0.65,0.379,0.0,KC,LAC,0.0,2023,20,AFC West,AFC West,1,1
0.62,0.356,0.0,MIN,DET,0.0,2023,20,NFC North,NFC North,1,1
0.59,0.335,0.0,NYG,PHI,0.0,2023,20,NFC East,NFC East,1,0
0.53,0.309,0.0,LAR,SF,0.0,2023,20,NFC West,NFC West,1,1
0.51,0.249,0.0,CLE,CIN,0.0,2023,20,AFC North,AFC North,1,1
0.29,0.151,0.0,WAS,DAL,0.0,2023,20,NFC East,NFC East,1,0
1.08,0.838,0.209,KC,CHI,5.0,2023,3,NFC North,AFC West,0,0
1.06,0.82,0.062,DAL,ARI,3.5,2023,3,NFC West,NFC East,0,1
1.05,0.8079999999999999,0.076,SF,NYG,4.5,2023,3,NFC East,NFC West,0,0
1.01,0.753,0.105,BAL,IND,3.0,2023,3,AFC South,AFC North,0,0
0.96,0.759,0.409,JAX,HOU,2.5,2023,3,AFC South,AFC South,1,0
0.95,0.6920000000000001,0.003,PHI,TB,4.0,2023,3,NFC South,NFC East,0,1
0.93,0.6970000000000001,0.036,MIA,DEN,3.5,2023,3,AFC West,AFC East,0,0
0.93,0.6779999999999999,0.012,BUF,WAS,3.5,2023,3,NFC East,AFC East,0,1
0.87,0.655,0.068,SEA,CAR,1.5,2023,3,NFC South,NFC West,0,0
0.85,0.621,0.004,CLE,TEN,3.0,2023,3,AFC South,AFC North,0,0
0.84,0.612,0.003,DET,ATL,3.0,2023,3,NFC South,NFC North,0,0
0.83,0.604,0.001,CIN,LAR,3.5,2023,3,NFC West,AFC North,0,0
0.82,0.597,0.004,LV,PIT,0.5,2023,3,AFC North,AFC West,0,0
0.75,0.5529999999999999,0.0069999999999999,NE,NYJ,0.5,2023,3,AFC East,AFC East,1,1
0.73,0.532,0.0003,NO,GB,3.0,2023,3,NFC North,NFC South,0,1
0.7,0.513,0.0003,MIN,LAC,1.0,2023,3,AFC West,NFC North,0,0
0.67,0.487,0.0005,LAC,MIN,2.0,2023,3,NFC North,AFC West,0,1
0.64,0.4679999999999999,0.001,GB,NO,1.5,2023,3,NFC South,NFC North,0,0
0.62,0.447,0.0,NYJ,NE,1.0,2023,3,AFC East,AFC East,1,0
0.55,0.4029999999999999,0.0,PIT,LV,2.0,2023,3,AFC West,AFC North,0,1
0.55,0.396,0.0005,LAR,CIN,1.0,2023,3,AFC North,NFC West,0,1
0.54,0.3879999999999999,0.0003,ATL,DET,2.5,2023,3,NFC North,NFC South,0,1
0.52,0.379,0.0,TEN,CLE,1.5,2023,3,AFC North,AFC South,0,1
0.51,0.345,0.0,CAR,SEA,0.5,2023,3,NFC West,NFC South,0,1
0.45,0.322,0.0,WAS,BUF,0.5,2023,3,AFC East,NFC East,0,0
0.44,0.303,0.0,DEN,MIA,1.0,2023,3,AFC East,AFC West,0,1
0.43,0.308,0.0,TB,PHI,0.5,2023,3,NFC East,NFC South,0,0
0.42,0.241,0.0,HOU,JAX,0.0,2023,3,AFC South,AFC South,1,1
0.36,0.247,0.0,IND,BAL,0.5,2023,3,AFC North,AFC South,0,1
0.32,0.192,0.0,NYG,SF,0.0,2023,3,NFC West,NFC East,0,1
0.31,0.18,0.0,ARI,DAL,0.0,2023,3,NFC East,NFC West,0,0
0.3,0.162,0.0,CHI,KC,0.5,2023,3,AFC West,NFC North,0,1
1.13,0.879,0.483,SF,ARI,5.0,2023,4,NFC West,NFC West,1,0
1.01,0.784,0.14,PHI,WAS,3.5,2023,4,NFC East,NFC East,1,0
1.01,0.772,0.065,KC,NYJ,5.0,2023,4,AFC East,AFC West,0,1
0.95,0.6890000000000001,0.017,DAL,NE,4.0,2023,4,AFC East,NFC East,0,0
0.94,0.6990000000000001,0.1169999999999999,LAC,LV,2.5,2023,4,AFC West,AFC West,1,0
0.91,0.652,0.011,NO,TB,3.0,2023,4,NFC South,NFC South,1,0
0.87,0.648,0.081,MIN,CAR,1.0,2023,4,NFC South,NFC North,0,1
0.86,0.617,0.027,JAX,ATL,2.0,2023,4,NFC South,AFC South,0,0
0.82,0.581,0.001,BUF,MIA,4.0,2023,4,AFC East,AFC East,1,0
0.8,0.578,0.027,DEN,CHI,0.0,2023,4,NFC North,AFC West,0,1
0.79,0.573,0.019,PIT,HOU,1.5,2023,4,AFC South,AFC North,0,1
0.79,0.565,0.0005,DET,GB,4.5,2023,4,NFC North,NFC North,1,1
0.79,0.5589999999999999,0.0005,BAL,CLE,3.0,2023,4,AFC North,AFC North,1,1
0.78,0.557,0.002,CIN,TEN,3.0,2023,4,AFC South,AFC North,0,1
0.77,0.5539999999999999,0.001,SEA,NYG,1.5,2023,4,NFC East,NFC West,0,1
0.73,0.517,0.001,LAR,IND,1.0,2023,4,AFC South,NFC West,0,1
0.68,0.483,0.0005,IND,LAR,1.0,2023,4,NFC West,AFC South,0,0
0.63,0.446,0.002,NYG,SEA,0.0,2023,4,NFC West,NFC East,0,0
0.63,0.4429999999999999,0.0,TEN,CIN,1.5,2023,4,AFC North,AFC South,0,0
0.62,0.441,0.001,CLE,BAL,3.5,2023,4,AFC North,AFC North,1,0
0.62,0.435,0.0005,GB,DET,1.5,2023,4,NFC North,NFC North,1,0
0.62,0.427,0.0,HOU,PIT,0.5,2023,4,AFC North,AFC South,0,0
0.6,0.422,0.0005,CHI,DEN,0.5,2023,4,AFC West,NFC North,0,0
0.59,0.419,0.0,MIA,BUF,5.0,2023,4,AFC East,AFC East,1,1
0.55,0.3829999999999999,0.0,ATL,JAX,3.0,2023,4,AFC South,NFC South,0,1
0.53,0.352,0.0,CAR,MIN,0.0,2023,4,NFC North,NFC South,0,0
0.49,0.348,0.0,TB,NO,0.5,2023,4,NFC South,NFC South,1,1
0.46,0.301,0.0,LV,LAC,0.5,2023,4,AFC West,AFC West,1,1
0.46,0.311,0.0,NE,DAL,1.0,2023,4,NFC East,AFC East,0,1
0.39,0.228,0.0,NYJ,KC,0.5,2023,4,AFC West,AFC East,0,0
0.39,0.216,0.0,WAS,PHI,0.5,2023,4,NFC East,NFC East,1,1
0.27,0.121,0.0,ARI,SF,0.0,2023,4,NFC West,NFC West,1,1
1.07,0.848,0.373,MIA,NYG,3.5,2023,5,NFC East,AFC East,0,0
1.02,0.67,0.024,BAL,PIT,2.5,2023,5,AFC North,AFC North,1,1
1.02,0.696,0.173,WAS,CHI,0.0,2023,5,NFC North,NFC East,0,0
1.02,0.674,0.012,BUF,JAX,3.5,2023,5,AFC South,AFC East,0,0
0.97,0.792,0.351,DET,CAR,2.5,2023,5,NFC South,NFC North,0,0
0.97,0.625,0.001,SF,DAL,5.0,2023,5,NFC East,NFC West,0,0
0.97,0.627,0.003,PHI,LAR,2.5,2023,5,NFC West,NFC East,0,1
0.95,0.617,0.002,KC,MIN,3.5,2023,5,NFC North,AFC West,0,1
0.92,0.61,0.023,CIN,ARI,2.0,2023,5,NFC West,AFC North,0,1
0.89,0.575,0.002,TEN,IND,1.5,2023,5,AFC South,AFC South,1,1
0.89,0.565,0.0069999999999999,DEN,NYJ,0.5,2023,5,AFC East,AFC West,0,0
0.86,0.5529999999999999,0.009,ATL,HOU,1.0,2023,5,AFC South,NFC South,0,0
0.84,0.5429999999999999,0.005,NE,NO,0.5,2023,5,NFC South,AFC East,0,0
0.84,0.537,0.002,LV,GB,0.5,2023,5,NFC North,AFC West,0,0
0.72,0.4629999999999999,0.001,GB,LV,0.5,2023,5,AFC West,NFC North,0,1
0.71,0.457,0.001,NO,NE,1.5,2023,5,AFC East,NFC South,0,1
0.69,0.447,0.002,HOU,ATL,0.5,2023,5,NFC South,AFC South,0,1
0.67,0.435,0.003,NYJ,DEN,0.0,2023,5,AFC West,AFC East,0,1
0.66,0.425,0.001,IND,TEN,0.5,2023,5,AFC South,AFC South,1,0
0.64,0.39,0.001,ARI,CIN,0.0,2023,5,AFC North,NFC West,0,0
0.6,0.3829999999999999,0.0,MIN,KC,1.0,2023,5,AFC West,NFC North,0,0
0.59,0.373,0.0005,LAR,PHI,1.5,2023,5,NFC East,NFC West,0,0
0.59,0.375,0.0,DAL,SF,3.0,2023,5,NFC West,NFC East,0,1
0.58,0.208,0.0005,CAR,DET,0.0,2023,5,NFC North,NFC South,0,1
0.54,0.326,0.0,JAX,BUF,1.5,2023,5,AFC East,AFC South,0,1
0.54,0.304,0.0,CHI,WAS,0.0,2023,5,NFC East,NFC North,0,1
0.53,0.33,0.0,PIT,BAL,0.5,2023,5,AFC North,AFC North,1,0
0.49,0.152,0.0005,NYG,MIA,0.0,2023,5,AFC East,NFC East,0,1
1.08,0.88,0.24,MIA,CAR,3.0,2023,6,NFC South,AFC East,0,0
1.07,0.882,0.208,BUF,NYG,2.5,2023,6,NFC East,AFC East,0,0
1.02,0.815,0.046,KC,DEN,3.5,2023,6,AFC West,AFC West,1,0
1.02,0.7879999999999999,0.0069999999999999,SF,CLE,5.0,2023,6,AFC North,NFC West,0,1
0.9,0.743,0.426,LAR,ARI,1.5,2023,6,NFC West,NFC West,1,0
0.89,0.7040000000000001,0.0139999999999999,PHI,NYJ,2.0,2023,6,AFC East,NFC East,0,1
0.88,0.682,0.019,BAL,TEN,2.0,2023,6,AFC South,AFC North,0,1
0.84,0.649,0.0139999999999999,JAX,IND,1.0,2023,6,AFC South,AFC South,1,0
0.77,0.596,0.003,DET,TB,2.0,2023,6,NFC South,NFC North,0,1
0.77,0.591,0.001,MIN,CHI,1.0,2023,6,NFC North,NFC North,1,1
0.76,0.588,0.008,CIN,SEA,1.5,2023,6,NFC West,AFC North,0,0
0.76,0.589,0.01,LV,NE,1.0,2023,6,AFC East,AFC West,0,0
0.71,0.5489999999999999,0.001,NO,HOU,1.5,2023,6,AFC South,NFC South,0,1
0.69,0.529,0.0,DAL,LAC,3.0,2023,6,AFC West,NFC East,0,1
0.69,0.529,0.002,ATL,WAS,0.5,2023,6,NFC East,NFC South,0,0
0.61,0.471,0.0,WAS,ATL,0.5,2023,6,NFC South,NFC East,0,1
0.61,0.471,0.0,LAC,DAL,3.0,2023,6,NFC East,AFC West,0,0
0.59,0.451,0.001,HOU,NO,0.5,2023,6,NFC South,AFC South,0,0
0.54,0.411,0.001,NE,LV,0.0,2023,6,AFC West,AFC East,0,1
0.54,0.412,0.0,SEA,CIN,1.0,2023,6,AFC North,NFC West,0,1
0.53,0.409,0.001,CHI,MIN,0.0,2023,6,NFC North,NFC North,1,0
0.53,0.4039999999999999,0.0,TB,DET,0.5,2023,6,NFC North,NFC South,0,0
0.46,0.351,0.0,IND,JAX,0.5,2023,6,AFC South,AFC South,1,1
0.42,0.318,0.0,TEN,BAL,1.0,2023,6,AFC North,AFC South,0,0
0.42,0.296,0.0,NYJ,PHI,0.0,2023,6,NFC East,AFC East,0,0
0.4,0.257,0.0,ARI,LAR,0.0,2023,6,NFC West,NFC West,1,1
0.28,0.212,0.0,CLE,SF,2.0,2023,6,NFC West,AFC North,0,0
0.28,0.185,0.0,DEN,KC,0.0,2023,6,AFC West,AFC West,1,1
0.23,0.118,0.0,NYG,BUF,0.0,2023,6,AFC East,NFC East,0,1
0.22,0.12,0.0,CAR,MIA,0.0,2023,6,AFC East,NFC South,0,1
1.25,0.718,0.026,SF,MIN,5.0,2023,7,NFC North,NFC West,0,1
1.22,0.6890000000000001,0.021,KC,LAC,4.5,2023,7,AFC West,AFC West,1,0
1.21,0.7609999999999999,0.108,BUF,NE,2.5,2023,7,AFC East,AFC East,1,1
1.11,0.613,0.018,BAL,DET,3.0,2023,7,NFC North,AFC North,0,0
1.09,0.63,0.042,CLE,IND,2.0,2023,7,AFC South,AFC North,0,1
1.08,0.6,0.0069999999999999,WAS,NYG,0.5,2023,7,NFC East,NFC East,1,1
1.07,0.5920000000000001,0.003,PHI,MIA,3.0,2023,7,AFC East,NFC East,0,0
1.05,0.618,0.055,LAR,PIT,2.0,2023,7,AFC North,NFC West,0,0
1.03,0.568,0.023,NO,JAX,1.5,2023,7,AFC South,NFC South,0,0
1.02,0.583,0.0559999999999999,TB,ATL,0.5,2023,7,NFC South,NFC South,1,0
0.97,0.521,0.003,DEN,GB,0.5,2023,7,NFC North,AFC West,0,0
0.96,0.5589999999999999,0.025,LV,CHI,1.0,2023,7,NFC North,AFC West,0,1
0.92,0.782,0.603,SEA,ARI,1.0,2023,7,NFC West,NFC West,1,0
0.9,0.218,0.0,ARI,SEA,0.0,2023,7,NFC West,NFC West,1,1
0.86,0.441,0.001,CHI,LV,0.5,2023,7,AFC West,NFC North,0,0
0.85,0.479,0.005,GB,DEN,0.5,2023,7,AFC West,NFC North,0,1
0.79,0.417,0.001,ATL,TB,0.5,2023,7,NFC South,NFC South,1,1
0.79,0.432,0.001,JAX,NO,1.0,2023,7,NFC South,AFC South,0,1
0.76,0.382,0.001,PIT,LAR,1.0,2023,7,NFC West,AFC North,0,1
0.74,0.408,0.0,MIA,PHI,3.0,2023,7,NFC East,AFC East,0,1
0.74,0.4,0.0,NYG,WAS,0.0,2023,7,NFC East,NFC East,1,0
0.73,0.37,0.001,IND,CLE,0.5,2023,7,AFC North,AFC South,0,0
0.7,0.387,0.0,DET,BAL,2.0,2023,7,AFC North,NFC North,0,1
0.61,0.239,0.0,NE,BUF,0.5,2023,7,AFC East,AFC East,1,0
0.59,0.311,0.0,LAC,KC,3.0,2023,7,AFC West,AFC West,1,1
0.56,0.282,0.0,MIN,SF,1.5,2023,7,NFC West,NFC North,0,0
1.14,0.797,0.04,BUF,TB,2.5,2023,8,NFC South,AFC East,0,0
1.08,0.76,0.0289999999999999,MIA,NE,3.0,2023,8,AFC East,AFC East,1,0
1.06,0.7979999999999999,0.255,BAL,ARI,3.5,2023,8,NFC West,AFC North,0,1
1.04,0.73,0.005,KC,DEN,4.0,2023,8,AFC West,AFC West,1,1
1.04,0.737,0.009,PHI,WAS,3.0,2023,8,NFC East,NFC East,1,1
1.03,0.7190000000000001,0.011,DAL,LAR,3.5,2023,8,NFC West,NFC East,0,0
0.98,0.735,0.086,DET,LV,3.0,2023,8,AFC West,NFC North,0,0
0.97,0.794,0.513,LAC,CHI,2.5,2023,8,NFC North,AFC West,0,0
0.95,0.653,0.002,SF,CIN,5.0,2023,8,AFC North,NFC West,0,0
0.94,0.648,0.002,SEA,CLE,1.5,2023,8,AFC North,NFC West,0,0
0.88,0.619,0.015,HOU,CAR,1.0,2023,8,NFC South,AFC South,0,1
0.86,0.598,0.015,NYJ,NYG,0.0,2023,8,NFC East,AFC East,0,1
0.81,0.5589999999999999,0.002,ATL,TEN,1.5,2023,8,AFC South,NFC South,0,1
0.81,0.556,0.001,JAX,PIT,1.5,2023,8,AFC North,AFC South,0,1
0.8,0.5539999999999999,0.005,NO,IND,2.0,2023,8,AFC South,NFC South,0,1
0.73,0.503,0.002,MIN,GB,1.5,2023,8,NFC North,NFC North,1,1
0.72,0.497,0.002,GB,MIN,1.0,2023,8,NFC North,NFC North,1,0
0.65,0.446,0.0,IND,NO,0.5,2023,8,NFC South,AFC South,0,0
0.65,0.444,0.0,PIT,JAX,1.0,2023,8,AFC South,AFC North,0,0
0.64,0.441,0.0,TEN,ATL,1.0,2023,8,NFC South,AFC South,0,0
0.59,0.402,0.0,NYG,NYJ,0.0,2023,8,AFC East,NFC East,0,0
0.57,0.381,0.002,CAR,HOU,0.0,2023,8,AFC South,NFC South,0,0
0.51,0.352,0.0,CLE,SEA,2.0,2023,8,NFC West,AFC North,0,1
0.5,0.347,0.001,CIN,SF,3.0,2023,8,NFC West,AFC North,0,1
0.49,0.206,0.0,CHI,LAC,0.5,2023,8,AFC West,NFC North,0,1
0.48,0.265,0.0,LV,DET,0.5,2023,8,NFC North,AFC West,0,1
0.42,0.281,0.0,LAR,DAL,1.5,2023,8,NFC East,NFC West,0,1
0.41,0.263,0.0,WAS,PHI,0.5,2023,8,NFC East,NFC East,1,0
0.41,0.27,0.0,DEN,KC,0.5,2023,8,AFC West,AFC West,1,0
0.39,0.2019999999999999,0.0,ARI,BAL,0.0,2023,8,AFC North,NFC West,0,0
0.37,0.24,0.0,NE,MIA,1.0,2023,8,AFC East,AFC East,1,1
0.31,0.203,0.0,TB,BUF,0.5,2023,8,AFC East,NFC South,0,1
1.44,0.705,0.012,BAL,SEA,3.0,2023,9,NFC West,AFC North,0,0
1.36,0.6409999999999999,0.006,GB,LAR,1.0,2023,9,NFC West,NFC North,0,0
1.29,0.607,0.0,PHI,DAL,3.0,2023,9,NFC East,NFC East,1,0
1.29,0.622,0.008,LAC,NYJ,1.0,2023,9,AFC East,AFC West,0,1
1.27,0.6409999999999999,0.032,ATL,MIN,1.5,2023,9,NFC North,NFC South,0,0
1.25,0.607,0.0069999999999999,PIT,TEN,1.0,2023,9,AFC South,AFC North,0,0
1.24,0.581,0.002,HOU,TB,1.0,2023,9,NFC South,AFC South,0,0
1.2,0.575,0.003,NE,WAS,0.5,2023,9,NFC East,AFC East,0,0
1.16,0.163,0.0,ARI,CLE,0.0,2023,9,AFC North,NFC West,0,1
1.16,0.2189999999999999,0.0,CHI,NO,0.5,2023,9,NFC South,NFC North,0,1
1.11,0.525,0.001,CIN,BUF,3.5,2023,9,AFC East,AFC North,0,0
1.1,0.518,0.002,LV,NYG,0.5,2023,9,NFC East,AFC West,0,0
1.09,0.482,0.0,CAR,IND,0.0,2023,9,AFC South,NFC South,0,0
1.08,0.508,0.0,KC,MIA,2.5,2023,9,AFC East,AFC West,0,0
1.05,0.492,0.0,MIA,KC,3.5,2023,9,AFC West,AFC East,0,1
1.05,0.518,0.003,IND,CAR,0.5,2023,9,NFC South,AFC South,0,1
1.04,0.482,0.0,NYG,LV,0.0,2023,9,AFC West,NFC East,0,1
1.03,0.475,0.001,BUF,CIN,2.5,2023,9,AFC North,AFC East,0,1
0.98,0.7809999999999999,0.381,NO,CHI,2.0,2023,9,NFC North,NFC South,0,0
0.98,0.8370000000000001,0.539,CLE,ARI,2.0,2023,9,NFC West,AFC North,0,0
0.93,0.425,0.0,WAS,NE,0.5,2023,9,AFC East,NFC East,0,1
0.9,0.419,0.0,TB,HOU,0.5,2023,9,AFC South,NFC South,0,1
0.89,0.3929999999999999,0.0,TEN,PIT,1.0,2023,9,AFC North,AFC South,0,1
0.86,0.359,0.0,MIN,ATL,1.0,2023,9,NFC South,NFC North,0,1
0.85,0.3779999999999999,0.0,NYJ,LAC,0.0,2023,9,AFC West,AFC East,0,0
0.85,0.3929999999999999,0.0,DAL,PHI,3.5,2023,9,NFC East,NFC East,1,1
0.77,0.359,0.0,LAR,GB,1.0,2023,9,NFC North,NFC West,0,1
0.69,0.295,0.0,SEA,BAL,1.5,2023,9,AFC North,NFC West,0,1
